locality_identifier,household_identifier,health_expenditures_base,age_hh,age_sp,educ_hh,educ_sp,hospital_base,health_expenditures_end,hospital_end,eligible,enrolled,treatment,poverty_index,female_hh,indigenous,hhsize,dirtfloor,bathroom,land,hospital_distance
46,1120,6.6071391,42,36,0,2,0,7.3009367,0,1,1,1,33.230293,0,1,8,1,0,0,102.7581304518755
46,1121,25.162573,72,41,0,2,,32.154659,,0,0,0,58.578053,1,1,1,1,0,0,102.7581304518755
46,2853,11.604317,43,34,3,5,,23.431009,,0,0,0,68.62442,0,1,8,0,1,1,78.57722048239162
46,2854,16.271456,40,41,3,2,0,8.7571516,0,1,1,1,54.559505,1,1,6,0,0,0,78.57722048239162
46,2855,22.885107,62,58,2,0,,13.406984,,0,0,0,70.865532,0,1,3,0,0,1,78.57722048239162
46,2856,22.083384,38,37,4,0,,36.585522,,0,0,0,66.61515,0,0,4,0,0,2,78.57722048239162
46,2859,17.85041,20,16,8,6,,31.249805,,0,0,0,67.851624,0,0,3,1,0,0,78.57722048239162
46,2860,10.716887,42,35,3,6,0,0,0,1,1,1,41.885628,0,0,9,0,0,0,78.57722048239162
46,2861,16.613689,27,27,6,6,0,14.348716,0,1,1,1,54.945904,0,0,4,1,0,0,78.57722048239162
46,2863,16.306448,22,23,6,6,0,14.98046,0,1,1,1,51.391037,0,0,5,0,0,0,78.57722048239162
46,2865,19.692617,24,25,6,6,,24.999182,,0,0,0,66.61515,0,0,4,0,0,0,78.57722048239162
46,2866,21.93767,31,27,0,6,,19.529858,,0,0,0,66.692429,0,0,3,0,1,0,78.57722048239162
46,2867,14.78572,27,23,6,6,0,4.6879444,0,1,1,1,55.56414,0,0,6,0,0,0,78.57722048239162
46,2869,18.774597,38,38,6,6,0,7.7770548,0,1,1,1,54.868626,0,0,5,0,0,0,78.57722048239162
46,2873,18.842478,53,46,2,2,,29.564594,,0,0,0,65.06955,0,0,6,0,0,0,78.57722048239162
46,2874,12.029505,39,32,3,2,0,4.3817282,0,1,1,1,52.105873,0,0,7,1,0,1,78.57722048239162
46,2877,21.956352,62,52,0,4,,32.997963,,0,0,0,69.629059,0,1,3,0,0,1,78.57722048239162
46,2878,9.6400585,70,80,0,0,0,2.1234686,0,1,1,1,57.109737,0,1,8,0,0,0,78.57722048239162
46,2879,21.968424,28,23,9,6,,24.132088,,0,0,0,62.5966,0,0,3,0,0,0,78.57722048239162
46,2880,21.311239,63,53,2,3,,15.456714,,0,0,0,80.87326,0,0,5,0,0,0,78.57722048239162
46,2881,19.578945,45,27,2,6,,11.94345,,0,0,0,59.041733,0,0,5,0,0,0,78.57722048239162
46,2882,20.928816,34,29,9,6,,13.157592,,0,0,0,71.020096,0,0,4,0,0,0,78.57722048239162
46,2883,20.898941,52,53,2,0,,44.870323,,0,0,0,65.842346,0,0,5,0,0,0,78.57722048239162
46,2884,18.146961,43,41,3,1,,11.559299,,0,0,0,63.910355,0,0,6,0,0,0,78.57722048239162
46,2885,9.0042334,30,27,4,0,0,5.5156593,0,1,1,1,55.100464,0,1,8,0,0,2,78.57722048239162
46,2887,20.645746,32,27,9,9,,21.171932,,0,0,0,65.533234,0,0,4,0,0,0,78.57722048239162
46,2888,12.08448,45,43,6,0,,33.080418,,0,0,0,91.282837,0,1,8,0,1,1,78.57722048239162
46,2889,21.252716,36,31,3,6,,24.181271,,0,0,0,69.165382,0,0,4,0,0,0,78.57722048239162
46,2890,18.783134,38,28,12,6,,21.517855,,0,0,0,89.914993,0,1,6,0,0,2,78.57722048239162
46,2892,21.996454,83,67,3,0,,50.398457,,0,0,0,72.102013,0,1,2,1,0,0,78.57722048239162
46,12004,18.411749,26,25,4,3,0,2.2263606,0,1,1,1,47.836166,0,0,3,1,0,0,49.60760724301652
46,12005,16.484747,25,18,6,0,0,14.169309,0,1,1,1,54.404945,0,0,4,1,1,3,49.60760724301652
46,12007,11.595645,46,43,2,0,0,5.1791553,0,1,1,1,57.032459,0,0,9,0,1,0,49.60760724301652
46,12009,11.944239,30,29,0,0,0,4.4158077,1,1,1,1,40.108192,0,0,6,1,0,0,49.60760724301652
46,12012,18.745262,45,24,1,0,0,10.067414,0,1,1,1,46.244205,0,0,5,0,0,2,49.60760724301652
46,12013,11.015657,38,28,0,0,1,.38566607,0,1,1,1,44.899536,0,0,7,1,1,1,49.60760724301652
46,14949,11.179922,32,29,6,6,1,15.468173,0,1,1,1,49.149921,0,1,6,1,1,2,109.4099709556375
46,14952,18.023504,60,41,0,2,0,14.241191,0,1,1,1,54.018547,1,1,4,1,0,1,109.4099709556375
46,14953,12.291455,64,41,0,2,0,13.478507,0,1,1,1,47.758888,1,1,7,1,1,1,109.4099709556375
46,14954,14.791263,44,41,0,2,0,14.616208,0,1,1,1,48.724884,1,0,7,1,1,5,109.4099709556375
46,14956,10.650349,57,37,2,0,0,0,0,1,1,1,46.213291,0,1,7,1,0,1,109.4099709556375
46,14957,12.170674,38,34,6,6,0,.54584807,0,1,1,1,40.108192,0,1,6,1,1,3,109.4099709556375
46,14958,17.30537,56,55,2,0,0,4.5013647,0,1,1,1,53.941269,0,1,4,1,0,2,109.4099709556375
46,14961,17.541636,51,40,6,0,0,3.9985611,0,1,1,0,47.836166,0,1,4,1,1,4,109.4099709556375
46,14963,22.246,53,41,3,2,,10.450706,,0,0,0,65.803711,1,1,3,1,1,2,109.4099709556375
46,14964,14.552786,30,26,5,7,0,0,0,1,1,1,45.672333,0,1,4,1,1,0,109.4099709556375
46,14966,10.200035,43,40,6,6,0,0,0,1,1,1,50.30912,0,1,7,1,1,0,109.4099709556375
46,14967,8.0522413,46,41,3,4,0,0,0,1,1,1,46.290573,0,1,8,1,0,0,109.4099709556375
46,14968,12.203546,32,19,9,6,0,.35904521,0,1,1,1,49.574963,0,1,5,1,1,1,109.4099709556375
46,14972,18.830118,52,41,2,2,0,4.9910059,0,1,1,1,56.414219,1,1,4,1,1,0,109.4099709556375
46,14973,14.629038,27,22,6,3,0,.65840262,0,1,1,1,44.513138,0,1,4,1,1,4,109.4099709556375
46,14974,9.1465111,35,26,9,2,1,3.3337243,0,1,1,1,48.145287,0,1,7,1,1,2,109.4099709556375
46,14976,8.0540285,33,23,5,0,0,.40844744,0,1,1,1,45.788254,0,1,7,1,0,0,109.4099709556375
46,14978,9.9175377,29,25,6,3,0,0,1,1,1,1,46.676971,0,1,6,1,0,0,109.4099709556375
46,14979,11.097338,31,24,0,6,0,0,0,1,1,1,49.343121,0,1,5,1,0,0,109.4099709556375
46,14980,9.0673361,24,21,6,6,0,.50308341,0,1,1,1,38.408035,0,1,6,1,0,0,109.4099709556375
46,14981,16.673616,21,15,6,6,1,9.1268244,1,1,1,1,49.69088,0,1,2,1,1,0,109.4099709556375
46,14982,11.774061,36,30,6,6,1,12.612054,0,1,1,1,51.391037,0,1,6,1,1,3,109.4099709556375
46,14984,11.889824,29,24,6,6,0,0,0,1,1,1,41.653786,0,1,5,1,0,0,109.4099709556375
46,14987,14.218618,58,41,0,2,0,.54747599,0,1,1,1,39.953632,1,1,6,1,0,3,109.4099709556375
46,14989,7.9342017,40,36,5,0,0,0,1,1,1,1,46.75425,0,1,8,1,1,1,109.4099709556375
46,14990,22.22381,31,41,6,2,0,9.9888735,0,1,1,1,54.791344,0,1,2,1,0,1,109.4099709556375
46,14991,9.6785355,41,32,6,5,0,0,0,1,1,1,45.556416,0,1,7,1,1,0,109.4099709556375
46,14996,7.29672,32,33,9,6,0,3.4786017,0,1,1,1,56.027821,0,1,8,1,1,2,109.4099709556375
46,14997,12.768767,29,29,6,4,0,0,0,1,1,1,48.261204,0,1,5,1,1,1,109.4099709556375
46,14998,16.571121,57,56,1,1,,16.06834,,0,0,0,62.982998,0,1,5,1,1,2,109.4099709556375
46,14999,13.019722,36,31,3,6,0,1.6868289,0,1,1,1,52.588871,0,1,5,1,0,0,109.4099709556375
46,15004,7.1941543,38,34,1,2,0,1.0102036,0,1,1,1,46.445133,0,1,8,1,0,0,109.4099709556375
46,15005,7.6916013,44,32,6,6,0,0,0,1,1,1,47.758888,0,1,8,1,0,1,109.4099709556375
46,15006,13.385013,36,38,4,4,0,23.229382,0,1,1,1,43.972179,0,1,5,1,0,0,109.4099709556375
46,15008,13.48969,25,23,3,9,0,10.541778,0,1,1,1,49.922722,0,1,4,1,0,0,109.4099709556375
46,15012,15.851489,54,49,3,3,0,3.9748271,0,1,1,1,53.323029,0,1,6,0,1,1,109.4099709556375
46,15013,17.464823,56,54,3,1,0,6.7099037,0,1,1,1,51.081917,0,1,4,1,1,1,109.4099709556375
46,15020,18.004875,50,43,2,4,,16.68363,,0,0,0,67.233383,0,1,4,1,1,1,109.4099709556375
46,15021,10.87465,59,51,0,3,,10.328978,,0,0,0,65.340034,0,1,7,1,0,0,109.4099709556375
46,15022,15.830862,32,19,1,3,1,14.348535,0,1,1,1,51.816074,0,1,3,1,0,0,109.4099709556375
46,15023,15.59441,66,41,4,2,0,0,0,1,1,1,46.676971,1,1,6,1,0,4,109.4099709556375
46,15025,20.198999,65,41,0,2,,20.786617,,0,0,0,65.919632,1,1,4,1,0,7,109.4099709556375
46,15026,9.6106377,42,32,6,6,0,7.4707174,0,1,1,1,45.227974,0,1,7,1,0,1,109.4099709556375
47,2813,15.334286,44,41,3,0,0,19.24346,0,1,0,0,48.377125,0,0,6,1,0,4,88.40868749137914
47,2814,18.925545,47,42,3,4,,33.37851,,0,0,0,65.224113,0,0,6,0,0,1,88.40868749137914
47,2815,23.859737,67,56,0,3,,27.029409,,0,0,0,71.483772,0,0,4,0,0,6,88.40868749137914
47,2817,17.631048,62,29,0,8,0,24.442749,0,1,0,0,49.459042,1,0,5,0,0,0,88.40868749137914
47,2819,19.136999,31,32,3,6,,18.772804,,0,0,0,60.316849,0,0,5,0,0,0,88.40868749137914
47,2820,24.716606,72,71,0,0,,25.241652,,0,0,0,62.75116,0,0,3,0,1,0,88.40868749137914
47,2821,24.723778,39,38,4,3,,30.345459,,0,0,0,59.737247,0,0,3,0,1,1,88.40868749137914
47,2822,13.702784,40,40,3,0,0,20.048948,0,1,0,0,43.817619,0,0,7,1,0,8,88.40868749137914
47,6794,7.9263897,37,33,4,3,0,11.060367,0,1,0,0,44.2813,0,1,8,1,0,5,49.54970592788855
47,6795,9.8688335,38,43,2,0,0,9.7758064,0,1,0,0,47.140648,0,1,7,1,1,0,49.54970592788855
47,6797,20.152449,60,55,0,0,1,24.831421,0,1,0,0,51.313755,0,1,2,1,0,0,49.54970592788855
47,6799,14.627696,20,18,6,6,0,17.113945,0,1,0,0,49.304482,0,1,3,1,0,1,49.54970592788855
47,6801,14.72801,32,27,2,1,0,23.945284,0,1,0,0,49.571098,0,1,4,1,1,0,49.54970592788855
47,6804,7.2773952,36,23,0,0,0,9.9910288,0,1,0,0,45.672333,0,1,7,1,0,0,49.54970592788855
47,6805,10.393212,35,25,4,0,0,12.447171,0,1,0,0,41.499226,0,1,6,1,0,0,49.54970592788855
47,6806,7.3054123,39,36,3,0,0,10.29196,0,1,0,0,44.590416,0,1,8,1,0,0,49.54970592788855
47,6807,13.025972,25,19,6,0,0,11.888507,0,1,0,0,45.208656,0,1,4,1,0,0,49.54970592788855
47,6808,17.377386,50,41,0,2,0,19.628761,0,1,0,0,52.550232,1,1,4,1,0,0,49.54970592788855
47,6809,15.043531,46,22,3,0,0,16.011909,0,1,0,0,48.145287,0,1,4,1,0,0,49.54970592788855
47,6812,13.508184,32,26,4,5,0,11.731532,0,1,0,0,43.775116,0,1,6,0,1,2,49.54970592788855
47,6813,11.522744,50,50,0,0,0,11.176998,0,1,0,0,48.995361,0,1,6,1,0,0,49.54970592788855
47,6814,6.798203,64,41,0,2,0,16.187624,0,1,0,0,45.595055,0,1,10,1,1,0,49.54970592788855
47,6815,11.758066,65,41,0,2,0,10.8663,0,1,0,0,42.619785,1,1,7,1,0,0,49.54970592788855
48,3912,24.725212,72,63,0,0,,43.068012,,0,0,0,58.346214,0,0,3,0,1,0,103.386546498928
48,3915,13.888309,60,50,3,2,0,3.5287354,0,1,1,1,44.204018,0,0,7,1,1,0,103.386546498928
48,3916,31.377409,76,41,1,2,,38.550774,,0,0,0,63.755795,1,0,1,0,0,0,103.386546498928
48,3919,29.642872,72,41,2,2,,29.291388,,0,0,0,63.755795,1,0,2,0,1,0,103.386546498928
48,3922,28.521557,86,41,0,2,,15.353432,,0,0,0,60.510048,1,0,2,0,1,0,103.386546498928
48,3923,12.073149,53,47,1,6,0,2.473799,0,1,1,1,39.180836,0,0,9,0,1,0,103.386546498928
48,3924,20.984453,27,16,7,6,,38.686893,,0,0,0,59.659969,0,0,2,1,1,0,103.386546498928
48,3929,14.138863,36,32,0,6,0,13.113074,0,1,1,1,41.267387,0,0,7,0,0,5,103.386546498928
48,3931,19.932819,42,39,4,0,0,3.8361094,0,1,1,1,52.009274,0,0,5,1,1,17,103.386546498928
48,3938,19.783142,63,37,1,1,0,16.292542,0,1,1,1,53.323029,0,0,4,1,1,0,103.386546498928
48,3940,19.570578,48,43,6,6,,16.186253,,0,0,0,58.114372,0,0,6,0,1,4,103.386546498928
48,3943,23.82406,61,53,0,0,,11.731886,,0,0,0,58.809891,0,0,2,1,0,0,103.386546498928
48,3951,28.658674,60,41,3,2,,39.07682,,0,0,0,59.814529,1,0,3,0,1,7,103.386546498928
48,8525,29.27022,70,41,1,2,,29.354675,,0,0,0,62.055641,1,0,1,1,1,1,89.38165253308725
48,8529,18.190781,48,26,2,6,0,3.2574637,0,1,1,1,46.986088,0,0,4,1,0,0,89.38165253308725
48,8530,21.406086,24,21,4,6,,28.842024,,0,0,0,58.423492,0,0,3,0,0,0,89.38165253308725
48,8532,16.415779,35,33,3,3,0,3.8651993,0,1,1,1,51.004639,0,0,6,0,0,1,89.38165253308725
48,8533,27.915724,70,41,0,2,0,15.516997,0,1,1,1,53.38184,0,0,1,1,0,1,89.38165253308725
48,8537,31.337505,68,41,1,2,,18.60771,,0,0,0,65.765068,1,0,1,0,0,0,89.38165253308725
48,8539,12.138815,52,45,0,2,,14.720542,,0,0,0,71.097374,0,0,9,0,1,1,89.38165253308725
48,8540,21.597141,22,22,6,6,,13.807043,,0,0,0,59.119011,0,0,3,0,1,0,89.38165253308725
48,8541,17.599489,29,26,6,3,0,5.1554518,0,1,1,1,53.786709,0,0,5,0,1,0,89.38165253308725
48,8543,21.13468,34,27,6,6,,28.636333,,0,0,0,67.619781,0,0,4,0,1,0,89.38165253308725
48,8544,23.428419,30,15,9,0,,36.584274,,0,0,0,64.245056,0,0,2,0,0,0,89.38165253308725
48,8545,24.398602,62,41,0,2,,51.023796,,0,0,0,72.797523,1,0,4,0,1,0,89.38165253308725
48,8547,16.285236,46,41,3,3,,12.475592,,0,0,0,62.480679,0,0,7,0,0,0,89.38165253308725
48,8549,21.655146,37,37,2,4,,32.751957,,0,0,0,69.088097,0,0,4,0,0,0,89.38165253308725
48,8550,25.569279,67,61,3,0,,19.21035,,0,0,0,72.06337,0,0,3,0,0,1,89.38165253308725
48,8551,14.178634,44,44,3,0,,12.199983,,0,0,0,61.462982,0,0,8,0,0,0,89.38165253308725
48,8553,25.109062,85,31,0,5,,11.866766,,0,0,0,71.483772,1,0,2,0,0,1,89.38165253308725
48,8556,20.726519,62,52,3,0,,11.947263,,0,0,0,59.659969,0,0,4,1,0,0,89.38165253308725
48,8558,22.339054,48,30,6,6,,11.517856,,0,0,0,75.347755,0,0,4,0,1,0,89.38165253308725
48,8559,25.68763,37,35,12,6,,8.5908003,,0,0,0,65.68779,0,0,4,0,0,1,89.38165253308725
48,8560,16.546478,48,42,0,0,0,4.8086805,0,1,1,1,50.347759,0,0,5,1,0,3,89.38165253308725
48,8563,21.082253,33,27,6,7,,14.29607,,0,0,0,69.706337,0,0,4,0,1,0,89.38165253308725
48,8566,17.699799,45,40,2,2,,17.812143,,0,0,0,66.228745,0,0,5,1,0,0,89.38165253308725
48,8567,21.121662,60,59,1,0,,11.40807,,0,0,0,63.292118,0,0,4,1,1,1,89.38165253308725
48,8570,16.359474,35,26,3,3,,15.141465,,0,0,0,61.978363,0,0,5,1,0,1,89.38165253308725
48,8571,21.181952,55,48,3,0,,21.261995,,0,0,0,66.673103,0,0,5,0,0,1,89.38165253308725
48,8572,22.775692,31,25,9,9,,20.762606,,0,0,0,71.25193,0,0,3,0,1,0,89.38165253308725
48,8574,17.950729,24,22,6,6,0,6.5797443,0,1,1,1,54.714066,0,0,3,1,0,0,89.38165253308725
48,8576,20.063135,23,18,6,6,0,13.73957,0,1,1,1,57.264297,0,0,3,0,0,0,89.38165253308725
48,10222,14.127562,52,45,3,1,,21.083536,,0,0,0,67.870941,0,0,7,1,0,0,40.6015907053239
48,10223,21.638788,18,19,2,2,0,20.619495,0,1,1,1,53.168468,0,0,2,0,0,0,40.6015907053239
48,10225,14.958834,72,27,0,4,0,7.0474825,1,1,1,1,49.188564,0,0,7,0,1,1,40.6015907053239
48,10228,20.969582,77,73,0,0,0,4.1042175,0,1,1,1,56.800617,0,0,4,0,0,0,40.6015907053239
48,10232,11.878367,24,23,2,6,0,6.1686153,0,1,1,1,39.258114,0,0,6,1,0,0,40.6015907053239
48,10233,15.757944,38,31,3,1,,15.53114,,0,0,0,62.461361,0,0,7,0,1,1,40.6015907053239
48,10235,13.149549,28,27,6,6,0,3.7416756,0,1,1,1,38.176197,0,0,7,0,0,0,40.6015907053239
48,10236,10.998236,38,41,3,3,0,.83977908,0,1,1,1,54.598145,0,0,9,0,1,0,40.6015907053239
48,10237,17.420757,21,20,6,0,0,10.802176,0,1,1,1,57.921173,0,0,3,1,0,0,40.6015907053239
48,10238,20.714882,40,33,3,0,0,22.735115,0,1,1,1,55.486862,0,0,4,0,0,0,40.6015907053239
48,10239,15.305953,45,42,2,2,0,4.8345108,0,1,1,1,53.230293,0,0,7,0,0,0,40.6015907053239
48,12310,14.516121,54,44,2,2,,12.60709,,0,0,0,58.539413,0,0,7,1,1,0,126.7014448642074
48,12314,13.08723,57,44,1,0,0,6.9717512,0,1,1,1,56.646057,0,1,6,1,1,0,126.7014448642074
48,12316,12.751995,45,47,4,2,0,13.414237,0,1,1,1,55.332302,0,1,6,1,1,1,126.7014448642074
48,12319,23.337156,59,52,3,0,,23.775297,,0,0,0,71.25193,0,1,3,0,1,2,126.7014448642074
48,12320,15.852717,68,50,0,0,,19.890385,,0,0,0,58.539413,0,1,5,1,1,2,126.7014448642074
48,12322,23.202366,61,56,2,0,,20.958105,,0,0,0,67.078827,0,1,3,0,1,1,126.7014448642074
48,12324,13.582283,50,45,3,2,0,15.55343,0,1,1,1,57.225658,0,0,7,1,1,1,126.7014448642074
48,12325,11.752349,38,37,6,0,0,13.717301,0,1,1,1,50.386398,0,1,6,1,1,0,126.7014448642074
48,12326,21.124249,70,65,3,0,,13.46055,,0,0,0,73.956726,0,1,4,0,1,1,126.7014448642074
48,12327,16.956484,53,51,6,3,,10.947069,,0,0,0,64.528595,0,1,6,0,1,2,126.7014448642074
48,12329,21.321201,52,47,3,0,,17.225267,,0,0,0,64.760429,0,1,4,0,1,4,126.7014448642074
48,12332,11.48781,55,43,3,3,0,0,0,1,1,1,56.259659,0,1,8,0,1,0,126.7014448642074
48,12337,6.6353216,42,42,6,3,0,3.0284655,0,1,1,1,41.731068,0,1,10,0,1,0,126.7014448642074
48,12338,10.552125,47,45,3,2,0,1.466799,0,1,1,1,48.299847,0,1,9,0,1,8,126.7014448642074
48,12342,15.121345,51,49,0,0,,8.7592821,,0,0,0,60.510048,0,1,5,1,1,1,126.7014448642074
48,12343,22.858246,62,60,3,0,,18.360266,,0,0,0,63.755795,0,1,2,1,0,4,126.7014448642074
48,12344,22.428267,67,41,2,2,,12.78088,,0,0,0,74.497681,0,1,5,0,1,4,126.7014448642074
48,12345,17.146067,59,57,3,3,0,1.7246859,0,1,1,1,53.941269,0,1,5,1,1,10,126.7014448642074
48,12346,10.434283,75,70,0,0,0,5.5398893,0,1,1,1,56.06646,0,1,7,1,1,2,126.7014448642074
48,12347,12.72955,70,65,3,0,,16.903507,,0,0,0,73.570328,0,1,8,0,1,0,126.7014448642074
48,12349,23.313152,42,34,15,0,,15.084016,,0,0,0,66.61515,0,0,5,1,1,10,126.7014448642074
48,12351,10.02139,42,38,0,4,,8.8345261,,0,0,0,61.862442,0,1,7,1,1,0,126.7014448642074
48,12353,10.863139,32,30,2,0,0,9.2248335,0,1,1,1,47.604328,0,1,6,1,1,0,126.7014448642074
48,12354,16.805843,26,22,9,9,,25.907505,,0,0,0,61.591965,0,1,3,1,1,0,126.7014448642074
48,12355,20.566042,62,58,2,0,,22.492174,,0,0,0,64.914993,0,1,5,0,1,9,126.7014448642074
48,12356,14.532254,40,38,9,5,0,12.075101,0,1,1,1,57.805256,0,1,6,0,1,0,126.7014448642074
48,12358,25.763636,74,66,2,0,,29.281523,,0,0,0,64.683151,0,1,2,0,1,4,126.7014448642074
48,12359,12.283241,65,50,2,1,,16.346718,,0,0,0,73.075729,0,1,9,0,1,8,126.7014448642074
48,12360,17.24667,46,45,3,3,0,20.113848,0,1,1,0,57.959816,0,1,4,1,1,3,126.7014448642074
48,12363,14.345367,27,28,9,6,0,19.942755,0,1,1,1,47.06337,0,1,4,1,1,0,126.7014448642074
48,12364,17.130428,28,28,3,12,0,14.984698,0,1,1,1,52.550232,0,0,4,1,0,0,126.7014448642074
48,12365,23.194441,24,41,6,2,,15.314907,,0,0,0,58.693974,0,0,3,1,1,0,126.7014448642074
48,12366,23.68063,56,41,2,2,,25.788485,,0,0,0,67.194748,1,0,5,0,1,3,126.7014448642074
48,12367,14.946387,38,37,6,3,0,7.4855452,0,1,1,1,48.686245,0,0,7,0,1,0,126.7014448642074
48,12368,10.964255,57,50,3,3,,13.971442,,0,0,0,60.664604,0,1,8,1,1,5,126.7014448642074
48,12370,23.122496,60,60,3,0,,25.817743,,0,0,0,65.99691,0,1,2,1,1,4,126.7014448642074
48,12371,13.672907,35,33,6,9,0,4.3996983,0,1,1,1,48.995361,0,0,6,1,0,0,126.7014448642074
48,12372,9.3484058,35,34,16,6,0,3.2191594,0,1,1,1,44.2813,0,1,9,1,1,1,126.7014448642074
48,12374,8.6385708,38,35,0,3,0,.89525813,0,1,1,1,44.049458,0,1,7,1,1,0,126.7014448642074
48,12375,13.254863,54,50,3,3,,13.961697,,0,0,0,59.814529,0,1,8,0,1,4,126.7014448642074
48,12377,15.837105,28,28,16,9,,12.995629,,0,0,0,68.431221,0,1,7,0,1,0,126.7014448642074
48,12378,22.939829,57,57,3,2,,34.187233,,0,0,0,73.222565,0,1,3,0,0,2,126.7014448642074
48,12379,11.075179,35,29,6,6,0,5.487257,0,1,1,1,52.859352,0,1,6,1,1,0,126.7014448642074
48,12381,22.355072,29,30,6,6,,32.293198,,0,0,0,65.37867,0,1,2,0,1,0,126.7014448642074
48,12382,10.711573,38,35,6,2,0,11.483974,0,1,1,1,56.568779,0,1,8,0,1,3,126.7014448642074
48,12383,18.214418,52,50,4,0,,19.900707,,0,0,0,59.041733,0,1,4,1,1,1,126.7014448642074
48,12384,22.040285,33,23,16,6,,14.953664,,0,0,0,67.233383,0,1,4,0,1,0,126.7014448642074
48,12385,18.710867,60,50,3,0,,13.668533,,0,0,0,65.146835,0,1,4,1,1,2,126.7014448642074
48,12386,15.886306,48,48,0,3,0,6.194562,0,1,1,1,48.763523,0,1,4,1,1,0,126.7014448642074
48,12387,21.638781,62,62,6,3,,24.098598,,0,0,0,69.088097,0,1,4,0,1,4,126.7014448642074
49,12270,16.167671,45,42,1,0,0,19.099354,0,1,0,0,46.831532,0,1,4,1,0,0,120.7396768102261
49,12271,21.090195,58,41,0,2,,16.361071,,0,0,0,64.760429,1,1,3,1,0,0,120.7396768102261
49,12272,14.265279,47,43,2,0,0,21.557528,0,1,0,0,41.962906,0,1,5,1,0,0,120.7396768102261
49,12273,15.28629,52,35,0,0,0,26.310083,0,1,0,0,46.213291,0,1,4,1,0,0,120.7396768102261
49,12276,12.857959,38,27,1,6,0,11.946325,0,1,0,0,49.459042,0,1,5,1,0,0,120.7396768102261
49,12277,10.134963,34,23,9,6,0,29.165464,0,1,0,0,40.262753,0,1,6,1,0,0,120.7396768102261
50,276,17.406263,42,32,0,0,0,16.790764,1,1,1,1,52.704792,0,0,4,1,0,1,132.772322188135
50,278,18.244242,51,41,0,2,0,4.92134,0,1,1,1,53.786709,1,0,5,1,0,1,132.772322188135
50,6079,14.33409,60,58,0,0,1,7.1861868,0,1,1,1,53.284389,0,1,5,1,1,0,43.06466967049037
50,6080,25.414551,66,41,0,2,0,14.49339,0,1,1,1,54.559505,1,0,2,1,1,2,43.06466967049037
50,6082,17.146807,46,36,3,2,0,8.4983492,0,1,1,1,44.2813,0,0,5,1,1,1,43.06466967049037
50,6083,19.555483,58,49,3,0,0,14.531215,0,1,1,1,53.786709,0,1,3,1,1,1,43.06466967049037
50,6086,19.179274,52,50,2,0,0,4.5432816,0,1,1,1,52.550232,0,1,3,1,0,2,43.06466967049037
50,6089,13.688343,38,35,6,2,0,8.1829824,0,1,1,1,49.53632,0,1,6,1,1,11,43.06466967049037
50,6091,11.590876,36,30,3,5,0,0,0,1,1,1,49.459042,0,1,6,1,1,2,43.06466967049037
50,6093,10.898344,28,28,3,0,0,0,0,1,1,1,41.499226,0,1,6,1,1,3,43.06466967049037
50,6094,13.642688,36,33,1,3,0,4.3070631,0,1,1,1,52.93663,0,1,5,1,1,1,43.06466967049037
50,6095,19.80752,41,41,1,2,0,9.5491114,0,1,1,1,51.700153,0,1,4,1,1,4,43.06466967049037
50,6097,13.732764,31,27,3,3,1,2.8805811,0,1,1,1,43.199383,0,1,5,1,1,6,43.06466967049037
50,6098,15.672677,21,20,6,4,0,5.3539982,0,1,1,1,49.149921,0,1,3,1,1,3,43.06466967049037
50,6099,22.637995,51,41,0,2,0,19.876057,0,1,1,1,49.613602,1,1,2,1,1,4,43.06466967049037
50,6103,13.588312,45,44,2,0,0,1.4043829,0,1,1,1,52.62751,0,1,6,1,1,6,43.06466967049037
50,6108,15.99665,48,42,4,5,0,2.9868548,0,1,1,1,40.880989,0,0,6,1,1,4,43.06466967049037
50,9893,21.197598,33,29,9,9,,15.860149,,0,0,0,65.765068,0,0,4,0,1,0,68.28208140877815
50,9895,21.89423,55,65,2,2,,12.421827,,0,0,0,69.513138,0,0,5,0,1,4,68.28208140877815
50,9896,15.9577,49,46,4,6,,10.232779,,0,0,0,81.6847,0,0,8,0,1,6,68.28208140877815
50,9900,28.940151,65,41,0,2,,18.526917,,0,0,0,71.25193,1,0,2,0,1,2,68.28208140877815
50,9903,16.269091,32,32,6,9,0,2.3337767,0,1,1,1,52.241112,0,0,6,0,1,0,68.28208140877815
50,9904,25.309683,69,69,1,5,,12.05873,,0,0,0,82.843895,1,0,3,0,1,4,68.28208140877815
50,9905,27.229792,77,68,2,0,,16.28351,,0,0,0,80.525505,1,0,2,0,1,3,68.28208140877815
50,9906,27.466391,70,64,0,0,,56.495014,,0,0,0,76.584236,0,0,2,0,1,4,68.28208140877815
50,9907,31.79565,72,41,0,2,,54.022106,,0,0,0,88.021637,0,0,1,0,1,1,68.28208140877815
50,9909,14.860127,37,40,6,1,0,0,0,1,1,1,50.46368,0,0,6,1,0,4,68.28208140877815
50,9910,22.053263,70,65,0,0,,22.117119,,0,0,0,62.158501,0,0,3,1,1,0,68.28208140877815
50,9911,24.924572,80,75,1,1,,21.960569,,0,0,0,92.581146,0,0,4,0,1,10,68.28208140877815
50,9912,23.66577,44,39,6,6,,22.932661,,0,0,0,76.970634,0,0,4,0,1,6,68.28208140877815
50,9913,25.81864,48,47,4,4,,12.058475,,0,0,0,79.05719,0,0,3,0,1,4,68.28208140877815
